,File name,Addressee,Start sample,End sample,features
89009,130604185349818121.WAV,-231,1,549712,"[-488.1118, -29.6813, -22.472486, 17.826925, 8.914848, -7.40394, 9.25932, 10.775687, 0.67571694, 3.25252, 6.382734, -0.9149203, -0.50260574, 1.8052423, 4.034711, 4.085305, 1.0663049, -0.10568482, 0.929347, 1.8942657, 2.765259, 3.4368374, -0.33813244, -2.0079794, 1.3743767, 3.839275, 0.84550506, -0.31634563, -0.88430655, -0.74419045, 0.90002805, 1.8839998, -0.29640925, -1.074852, 0.086699255, 0.6399923, 0.23763648, -0.95399165, -1.6579568, 0.71160084, 1.2011614, -0.44319007, -1.1894046, 0.50590026, -0.363378, -1.2711823, -0.24745741, -1.2795907, -1.372999, -0.08520399, -0.44912735, -1.075109, -1.4016025, -0.15245429, -0.47373134, -1.0285126, -0.027928561, 0.20218447, -0.046615858, -0.027446542, -0.555828, -0.16964327, 0.4135507, -0.105706945]"
89010,130604185502030894.WAV,-216,1,426832,"[-496.8265, -11.46067, -25.938433, 2.5773222, 12.590162, -1.6226883, 8.101825, 6.956759, -1.7320247, -2.2519965, -1.3599842, 0.051005922, 5.7904806, 4.546354, 0.17773576, 0.304952, -0.464706, -1.7147398, 1.3668169, 2.091436, 2.4670603, 1.4513408, -2.5800867, -2.7006888, 0.35646012, 2.761087, 1.924429, 1.8482794, -0.5281493, -1.3830806, -0.70237267, 0.8918277, 1.524626, 1.4357568, -0.5376578, -0.76916224, 0.13839604, 0.27549267, -0.12534998, 0.7077893, 0.75368005, -0.7779338, -0.31186047, 0.62972295, -0.48555085, -0.8128781, -0.07279297, -0.35330284, -0.71758133, -0.5496673, -0.82030094, -0.3746511, 0.17878014, -0.31917468, -0.7327453, -0.19794121, -0.5683259, -0.7617625, -0.20210043, 0.0063106907, -0.65425664, -0.2828098, -0.17832577, -0.4721903]"
89011,130604185741038511.WAV,231,1,492368,"[-507.87546, -13.580307, -23.934591, 7.9185166, 16.768982, -5.3990316, 6.6001625, 12.912552, 8.328172, 5.448203, 4.981598, 0.48363566, -1.732805, 0.44478485, 3.8964834, 6.571926, 8.600836, 6.8048143, 4.658527, 0.45597234, -2.6362212, -1.9612374, 0.2219587, 4.8076587, 5.658214, 4.4219193, 2.3389688, -0.21016379, -2.791796, -1.6506093, -0.036961563, 1.6781262, 2.443044, 0.6143846, -0.3788044, -0.5161129, -1.3792102, -1.5322491, -0.82390505, 0.9849886, 0.5696065, -0.56189585, -0.79419947, -0.830578, -1.3752738, -1.0277834, -0.9873421, -1.5636889, -2.0400407, -1.8589406, -1.6168175, -1.1371228, -0.4101239, -0.69841665, -1.2287496, -0.82461387, -0.9350651, -0.9467478, -0.6944161, -0.14662056, -0.1255687, 0.11319049, 0.39738092, 0.19217187]"
89012,130604185742973512.WAV,-231,1,713552,"[-517.92896, -10.737472, -15.042656, 2.3315206, 14.596659, -2.5465486, 7.2208705, 13.235955, 9.157333, 6.0795302, 5.054798, -0.22165525, -2.2457473, 0.8633684, 4.0160623, 5.602848, 7.466029, 6.4662757, 4.815062, 1.2549869, -2.9483533, -2.8263566, 0.5989404, 5.620267, 6.021357, 4.4251003, 2.410198, 0.108784966, -2.1698709, -1.6362245, -0.34157547, 1.8587391, 2.6726556, 1.1019645, -0.744065, -1.1543396, -1.3609265, -1.3435122, -0.63194543, 0.5807239, -0.008199706, -0.543793, -0.41565555, -0.82449895, -1.511434, -0.90390337, -0.81523776, -1.5099374, -2.2104084, -2.0392947, -1.5948491, -1.0216808, -0.5985458, -0.88920325, -1.139284, -0.96129006, -0.979794, -0.93674934, -0.7534103, -0.30944696, -0.08316469, 0.30010727, 0.26359499, -0.020471968]"
89013,130604190023771137.WAV,-231,1,705360,"[-462.22647, -34.57257, -36.305565, 21.856394, 6.6337113, -5.8786, 9.04004, 9.900972, -0.25917578, 1.2379402, 4.960433, 0.12720852, -0.07847295, 2.164589, 2.7583072, 3.1238072, 2.3421435, 1.0194939, 1.1908189, 0.907828, 1.4559538, 2.0934248, 0.13370512, -1.223937, 0.041650433, 2.887086, 1.3248626, 0.18430081, -1.3585094, -0.7052925, 0.473811, 1.8017759, -0.15360282, -1.2212884, 0.06732237, 0.90078086, 0.11726812, -0.85515004, -1.4084809, 1.1192716, 1.2880758, -0.30563295, -0.9523077, 0.23586412, -0.3532292, -0.98632956, 0.06861594, -1.060565, -1.5881932, -0.5366291, -0.1286887, -0.63821805, -1.2089735, -0.18229501, -0.25938457, -0.81535494, -0.0016061038, -0.11458415, -0.076920666, 0.18087585, -0.46368834, -0.22128543, 0.11870915, -0.119146]"
89014,130604190026850138.WAV,-231,1,541520,"[-488.05948, -32.038136, -20.949163, 18.994982, 6.874854, -7.856253, 8.14807, 10.193336, 1.0253795, 1.5971833, 5.0524073, 0.9966096, -0.107588336, 0.67165667, 1.337584, 3.5794048, 2.8412473, 0.19868888, 0.76983076, 1.5941073, 2.432881, 2.3052344, 0.18896404, -1.6329962, -0.40368816, 2.7433355, 0.6340239, -0.20761256, -0.9827902, -0.870311, 0.32013777, 1.7874835, 0.23358282, -0.62223613, 0.020755086, 0.43742472, 0.03687112, -0.9367714, -1.4783518, 1.0381873, 1.2454311, -0.39406097, -0.8625514, 0.5234252, -0.4066191, -1.0392386, -0.0062201344, -0.877769, -1.4131595, -0.6107848, -0.30767536, -0.6906833, -1.0826918, 0.033997044, -0.51508766, -0.75367045, 0.285124, 0.12381535, 0.034070373, 0.14691447, -0.45120925, -0.19982238, 0.28827485, -0.054616053]"
89015,130604190250286523.WAV,-208,1,344912,"[-509.76337, -13.242148, -15.554836, 6.1865525, 10.479255, -2.1692777, 8.534626, 13.15909, 10.176576, 6.2282147, 2.8212318, 0.16443765, -1.5784149, 1.3707635, 4.677664, 4.834509, 7.7722793, 6.3883486, 3.8003926, 0.7240692, -2.613867, -2.337869, -0.3538823, 4.9672875, 6.7357063, 5.115082, 1.4708346, -0.07755548, -1.8109808, -1.1202148, -0.2516542, 1.6951035, 2.4291244, 1.0521271, -0.51637244, -1.089495, -1.0244956, -1.3181888, -0.88201106, 0.009535928, 0.17357323, -0.29193634, -0.7579388, -0.872704, -1.1055621, -0.94995916, -1.0979594, -1.35576, -1.8007566, -2.0710812, -1.5246205, -0.8301698, -0.6515505, -0.8880929, -1.026824, -0.89874053, -1.1805466, -0.9485088, -0.87368613, -0.36010128, -0.22827664, 0.13560364, 0.24151732, 0.1552103]"
89016,130604190324054525.WAV,-231,1,336720,"[-520.7294, -10.103451, -11.056155, 2.991316, 14.053429, -2.269011, 7.9046226, 14.351484, 9.996229, 6.7246094, 6.156628, 0.1654677, -2.7819731, 1.2845281, 5.1885242, 6.2540545, 7.5399203, 6.3565984, 4.9686246, 1.9975697, -2.3000383, -3.2163494, 0.3576639, 5.93329, 6.3979335, 4.688469, 2.2714455, 0.0380546, -2.0951726, -1.9264317, -0.5885814, 1.8562379, 2.5363076, 0.9089565, -0.6394296, -0.6552407, -1.0608873, -1.6003584, -1.0134264, 0.36719176, 0.058741137, -0.37892997, -0.42594036, -1.1489091, -1.9527992, -1.0805819, -0.76206404, -1.4755665, -2.1212473, -2.1192842, -1.8930137, -1.0290477, -0.5199236, -0.8529394, -1.164747, -0.94131905, -1.2565289, -1.2845287, -0.9646983, -0.35066748, 0.052539337, 0.27126944, 0.13809195, -0.027785692]"
89017,130604190643400901.WAV,-216,1,328528,"[-510.90576, -8.696892, -21.267015, -2.7176998, 15.932146, 1.0034943, 12.846578, 9.823942, -1.8680286, -1.9778023, 1.2943304, 3.8296964, 7.671042, 5.5834503, 2.4191177, 2.0871618, 1.459578, 0.41855228, 1.3179154, 2.9446363, 3.0545928, 1.77525, -1.0235461, -2.2589023, -0.10514199, 3.2077868, 2.8930018, 1.9415165, 0.37550434, -0.2773842, -0.551445, 0.3261944, 1.3119779, 2.3033876, 0.4587909, -0.7059237, -0.06205257, -0.044056445, -0.96953464, 0.36899167, 0.48991314, -0.9813376, -0.48446438, 0.21185027, -0.90181154, -1.1811843, -0.9463765, -1.4170082, -1.7875018, -1.2027361, -1.0534619, -0.82199204, -0.63837594, -1.0903304, -1.1753238, -0.49496266, -0.80587965, -1.0847423, -0.292107, 0.08636584, -0.6874794, -0.45462555, -0.33106717, -0.53001523]"
89018,130604191001046534.WAV,-208,1,1303376,"[-482.30478, -23.10305, -50.721077, 14.241445, 18.66728, -11.573196, -0.6489345, 4.9264765, 5.68301, 3.925972, -1.1842836, -4.5806055, -4.362876, -0.65660846, 1.3873073, 1.1024879, 6.2522073, 4.393059, 1.0763471, -1.6657355, -3.9111478, -3.8117144, -2.2440882, 3.4568326, 3.827486, 2.3418264, 0.77385515, -0.9933849, -3.065324, -2.1612403, -0.6272235, 1.4905741, 2.0644066, 0.6546525, 0.08759708, -0.860111, -0.9361071, -0.33490634, -0.03008404, 1.1538358, 0.9635153, 0.6383541, 0.38559464, -0.2580898, -0.83196527, -0.053143695, 0.1531296, -0.34216276, -0.996801, -0.8678061, -0.34833556, -0.07343817, 0.4276261, -0.019304052, -0.47434545, -0.084124744, -0.25404787, -0.0672918, -0.066862494, -0.05649581, 0.07454775, 0.47995466, 0.4233127, 0.1546211]"
89019,130604191006167535.WAV,-208,1,361296,"[-523.7451, -15.588404, -17.48585, -1.2223701, 9.568172, -7.6299767, 3.9215417, 9.701209, 5.7936525, 2.9008026, 0.5825384, -4.1325026, -5.27421, -1.9523518, 1.2818048, 2.5461385, 4.1762714, 3.7543821, 2.3972857, -1.0100182, -4.8837814, -5.4503207, -1.9876378, 3.9954479, 4.569772, 2.9448786, 1.0539981, -1.1533461, -3.0073879, -2.3683934, -0.6495024, 1.7985349, 2.311829, 0.7909344, -0.5056248, -0.8656486, -1.1420587, -0.8555611, 0.016384244, 1.1917977, 0.8194858, 0.21882495, 0.49939793, 0.29541892, -0.7055344, -0.19012006, 0.23809378, -0.27771315, -1.2037123, -1.2703047, -0.7087834, 0.12605877, 0.4806602, -0.1377449, -0.4447627, -0.085741505, -0.3621902, -0.18276739, 0.025106257, -0.106366515, 0.044656318, 0.67845404, 0.6520002, 0.12552783]"
89020,130604193310908212.WAV,-231,1,713552,"[-511.0239, -23.942911, -6.1387005, 11.091024, 8.344556, -7.516219, 9.146425, 9.044327, -1.6041815, 0.79535896, 5.636966, 1.7309586, 0.044844072, 0.42488587, 1.690209, 2.9828885, 1.6249077, -0.008872121, 0.36081743, 1.8058741, 2.7795908, 2.8333416, 0.35953337, -1.7604302, -0.44912466, 2.6569378, 1.0151927, -0.23181361, -0.58776724, -0.6027613, 0.40042645, 1.3997403, -0.21124631, -0.49851903, 0.3382625, 0.3932193, 0.08459757, -0.7278354, -1.2424159, 0.5023894, 1.0970546, -0.13398159, -0.7922313, 0.56082875, -0.27796403, -1.0674762, -0.35993645, -0.8837478, -1.253978, -0.39127475, -0.07970015, -0.8262754, -1.2790627, -0.1560884, -0.4970674, -0.5827549, 0.037953325, 0.15493585, 0.22466892, -0.039616376, -0.29333687, -0.15394598, 0.23591274, -0.008447195]"
89021,130604193708975222.WAV,208,1,336720,"[-522.7231, -22.687382, 4.336617, 9.262655, 6.748602, -6.303141, 9.576936, 9.716473, -1.4720844, 1.9920324, 8.1602955, 2.3094661, -0.9211738, 0.6293037, 2.4558408, 2.8838346, 1.106711, -0.32906628, 0.7969604, 2.336928, 2.6840382, 3.272334, 0.39297596, -2.2537928, 0.4693758, 3.6069596, 0.6830208, -0.8991981, -0.47675887, -0.4725335, 0.20179291, 1.1251307, -0.3970441, -0.28482437, 0.2471306, 0.015749238, 0.12388375, -0.7651809, -1.5849609, 0.7552439, 1.5005925, -0.34910032, -1.0114447, 0.74291974, -0.18633021, -1.246056, -0.31581226, -0.64321744, -1.5355958, -0.5329686, -0.15610696, -0.9671124, -1.2831414, -0.15422082, -0.4728798, -0.5439599, 0.09882751, 0.17649893, 0.39765346, 0.08501025, -0.25280684, -0.15931308, 0.36761972, -0.0473277]"
89022,130604193806491564.WAV,-208,1,320336,"[-533.69293, -12.236836, -8.712417, -6.263132, 7.194151, -6.9429836, 3.432105, 10.478471, 6.6570644, 2.6950982, 1.3355087, -4.334223, -6.0077157, -2.1703284, 0.9115262, 2.8016813, 4.2219887, 3.7862287, 1.6576192, -1.6536043, -5.4968915, -5.8315153, -1.2600896, 4.771138, 5.4804482, 3.3334205, 0.83035034, -0.67656845, -2.4166381, -2.5095282, -1.168391, 1.3487529, 2.2875717, 1.1203021, -0.5120092, -0.77379096, -0.85261315, -1.1814302, -0.3559515, 1.2473395, 0.7838799, 0.09374059, 0.34625426, 0.27191597, -0.45663208, 0.0810459, 0.12175507, -0.5954887, -1.1024883, -1.0167774, -0.77841383, -0.03138456, 0.28780812, -0.010355727, -0.3726867, -0.28996274, -0.551114, -0.5694948, -0.2277936, 0.17190936, 0.3086677, 0.56944394, 0.6488351, 0.33190018]"
89023,130604194518238575.WAV,-208,1,435024,"[-491.2858, -16.022083, -30.233227, 12.89318, 14.939139, -3.4619496, 7.036845, 11.5808935, 8.443436, 7.3258576, 5.2619357, 1.2973108, -0.67189604, 2.1130786, 5.7888527, 5.156171, 8.039648, 5.746433, 3.8802493, 1.5382618, -1.7453336, -1.2760751, 0.70766413, 4.9571104, 5.29618, 4.7373304, 2.1383734, -0.10400098, -2.1386914, -1.4446502, -0.62539524, 1.3130895, 2.8293715, 1.3010283, -0.21664155, -1.0392421, -1.5191389, -1.3568236, -0.77725023, 0.76745474, 0.079027824, -0.7922405, -0.5685768, -1.0230356, -1.5557245, -1.5126907, -1.4429495, -1.137593, -1.7362024, -2.1686993, -1.534882, -1.2792963, -0.8210762, -0.8875267, -1.3614117, -1.0594271, -0.98926854, -0.7945933, -1.0684565, -0.3144263, -0.017828664, 0.17807823, 0.22237928, 0.17590317]"
89024,130604195848023947.WAV,-207,1,844624,"[-480.55066, -19.695705, -42.748344, 9.384565, 15.212483, 0.79574406, 11.137105, 7.361282, 0.027362246, 0.5405586, 0.29256824, -0.6965382, 5.4385996, 5.841675, 3.8277361, 0.29860774, -0.78654003, 1.3601483, 3.169887, 2.4449148, 1.8024534, 2.3570645, -1.9783629, -2.5517423, 0.8742954, 2.6854913, 1.7631681, 1.7825468, 0.1929989, -0.867869, 0.36764017, 1.0969356, 0.56899714, 2.1716232, 0.014868719, -1.1241169, -0.20420076, 0.63052607, -0.07687569, -0.006273138, 0.72061116, -0.7982514, -0.72895974, 0.3912085, -0.5243531, -1.3316164, -0.8613925, -1.0954219, -1.2932724, -1.1446329, -1.2453016, -0.76277846, -0.47983232, -0.7472915, -1.0205027, -0.39393455, -0.7731697, -0.93279225, -0.0695282, -0.04398171, -0.5307702, -0.30281556, -0.44875914, -0.47500315]"
89025,130604195853968949.WAV,-207,1,369488,"[-511.3839, -10.784564, -18.560675, -2.7023082, 11.795623, 2.9729397, 12.463943, 9.084725, 0.047479816, -2.013006, -1.1713749, 1.0602789, 6.2205043, 3.8430538, 0.833099, 1.8401331, 0.0769841, -1.673806, 1.4616421, 3.7638767, 2.865727, 1.4186802, -2.216389, -2.9028287, 0.9276515, 3.4799068, 2.3582802, 2.1907573, 0.30307987, -1.0871848, -0.15043318, 1.270278, 1.2210771, 1.9966551, -0.295712, -1.3929397, 0.12759523, 0.86031586, -0.52391255, 0.21010987, 0.6620949, -1.0269427, -0.552298, 0.7592676, -0.45925075, -1.2553239, -0.9151545, -0.9492575, -0.99575156, -1.0315304, -1.4057374, -0.71837294, -0.21648215, -0.9166249, -1.1683403, -0.48942178, -0.86831325, -1.0186151, -0.07853305, 0.13180831, -0.77339303, -0.41379267, -0.28547388, -0.41721994]"
89026,130604200342080595.WAV,-208,1,320336,"[-526.6421, -13.373327, -13.611124, -5.4637485, 7.04139, -5.7692904, 3.3274338, 9.103022, 5.9260607, 3.0538034, 1.3941712, -4.78237, -5.9711947, -1.7585915, 1.2356838, 1.6812998, 3.5712395, 4.3418818, 2.6533158, -1.4523273, -5.3410926, -4.799666, -1.2048742, 3.763572, 4.85339, 3.2479172, 0.6853023, -1.2369518, -2.7465506, -2.098764, -0.9365635, 1.3096027, 2.5001104, 1.1209136, -0.5481205, -0.50040436, -0.79545456, -1.1764877, -0.31431627, 1.2291923, 0.8456212, 0.38168234, 0.50065917, 0.10553308, -0.75910145, -0.044717703, 0.32562864, -0.5161894, -1.3608868, -1.3509965, -0.7830546, -0.017032292, 0.33842838, -0.04335038, -0.6073155, -0.2914536, -0.3299667, -0.36694825, -0.22092201, 0.18018295, 0.41359714, 0.6377683, 0.5537486, 0.27646267]"
89027,130604200629259600.WAV,-231,1,320336,"[-530.4987, -8.120243, -4.216438, -1.2971419, 11.926406, -1.4653447, 8.800722, 15.203732, 10.682717, 6.1202617, 5.7257624, 0.6027878, -2.0392225, 1.3918014, 4.2886405, 6.0134053, 7.674574, 6.856882, 4.5740223, 0.6627382, -3.3444095, -3.33077, 0.64941794, 6.0600977, 6.735888, 4.9420776, 2.560522, 0.083104804, -1.8552814, -1.7181112, -0.66336703, 1.7755771, 2.4238834, 0.7972967, -0.44022548, -0.60386515, -1.4884462, -1.8656657, -0.88690925, 0.5342553, -0.014750575, -0.5351107, -0.31688458, -0.82026356, -1.6317618, -0.9758608, -0.66588354, -1.5484276, -2.5501728, -2.288092, -1.6604388, -1.0040839, -0.6182817, -0.94696516, -1.2228016, -0.91851175, -1.0086453, -1.2248307, -1.013399, -0.33817008, 0.14809011, 0.39726233, 0.34981227, 0.06709052]"
89028,130604200631054601.WAV,-231,1,1680208,"[-505.13284, -10.5358, -20.623081, 5.104878, 14.72889, -1.9426143, 7.4799476, 12.632936, 8.444032, 6.2066813, 4.5248594, 0.08918885, -1.0720909, 2.595682, 5.423488, 4.928354, 7.2744975, 6.9684405, 5.3720007, 1.6653136, -2.4945366, -2.5151632, 0.6164585, 5.54899, 6.0461693, 4.541275, 2.149206, 0.5175935, -1.8406647, -1.9000175, -0.7628539, 1.6734563, 2.734914, 0.86168194, -0.69709307, -0.6923444, -1.3244298, -1.5308925, -0.761075, 0.4902053, 0.2750209, -0.36768144, -0.73204255, -1.1857209, -1.7387815, -1.296151, -1.0143095, -1.4769381, -2.0343893, -1.9621881, -1.6049827, -1.0993365, -0.6908768, -0.9443767, -1.2554693, -0.9183266, -1.0385776, -0.99778295, -1.0306882, -0.6023692, -0.25063506, 0.2342116, 0.11745184, 0.083106615]"
89029,130604200732079603.WAV,-211,1,328528,"[-529.9368, -7.3325768, -2.9129221, -1.7785405, 11.15378, -0.89329094, 8.709697, 14.991881, 10.680308, 6.5148954, 5.9530034, 0.6680562, -1.3782945, 2.1295433, 5.059436, 5.8708844, 7.1338725, 6.7495832, 5.0275493, 1.4532889, -2.6588502, -2.9433491, 0.95188564, 6.486199, 6.7876525, 4.8740225, 2.5624628, 0.113519855, -1.8872226, -1.6923844, -0.5405075, 1.9592987, 2.780335, 0.93885267, -0.9394013, -0.96475726, -1.344443, -1.70403, -0.94894326, 0.4684983, -0.11430029, -0.7384761, -0.6148873, -0.9262682, -1.6952003, -1.284105, -0.9957692, -1.5974433, -2.3702645, -2.2607634, -1.8486948, -1.0562282, -0.6604098, -1.0873313, -1.5096791, -1.1940947, -1.110633, -1.089391, -0.9528881, -0.40765926, -0.16100834, 0.3422115, 0.36630964, 0.15401867]"
89030,130604201144306609.WAV,-208,1,320336,"[-526.5481, -11.439365, -11.7081, -4.5927944, 8.282378, -4.790962, 5.939823, 11.469459, 7.2894206, 2.8422256, 1.1772156, -3.0546458, -4.0957384, -0.53174245, 2.586784, 3.487669, 4.6580715, 4.4417777, 2.9328732, -0.1303252, -4.4263077, -5.2438364, -1.4528028, 4.4186363, 5.1110106, 3.5629816, 1.3938208, -0.57083756, -2.5110414, -2.227049, -0.71445805, 1.5812669, 2.7078059, 1.4900811, -0.49428847, -0.98932695, -1.181552, -1.1980268, -0.26567456, 1.1398168, 0.3812914, -0.21868575, 0.4008636, 0.10387645, -0.9491195, -0.4044256, -0.061921768, -0.98246187, -1.631656, -1.3660429, -1.1265357, -0.45925358, 0.1562861, -0.080737084, -0.56357086, -0.506177, -0.6567266, -0.45856532, -0.3857157, -0.1333681, 0.15680473, 0.47006387, 0.3620213, 0.27106312]"
89031,130604201822354632.WAV,-208,1,639824,"[-501.91684, -7.5156174, -14.701975, 3.740748, 10.361442, 0.7058347, 7.2751455, 11.17232, 8.800265, 7.2310705, 4.793595, -0.16128083, -1.8885226, 2.522836, 6.5317674, 5.0494413, 6.5387545, 6.01054, 4.2971725, 1.5733303, -1.9614129, -2.6426775, -0.2189906, 5.649259, 6.3282404, 4.5035744, 2.345882, 0.68987715, -1.6583065, -1.3952695, -0.6009645, 1.3035464, 2.37619, 0.89206624, -0.38163912, -0.56153816, -1.1520749, -1.2378148, -1.0428559, -0.019937415, 0.11501934, -0.4668833, -0.43514755, -0.90213984, -1.6746318, -1.360029, -1.0150794, -1.6363274, -1.8631718, -1.9343901, -1.7794816, -1.2447202, -0.82455266, -0.83180946, -1.1855043, -0.9666324, -1.2712408, -0.9982129, -1.0829303, -0.38854116, -0.06728118, 0.2561288, 0.39793074, 0.22816294]"
89032,130604201913523971.WAV,-221,1,336720,"[-503.0311, -11.196448, -26.100878, -1.4448687, 16.107933, 3.4089503, 11.674435, 9.110035, -1.1844203, -3.8969445, -1.4065092, 3.2869806, 8.479139, 4.4006476, 0.25228584, 2.0247328, 1.732522, -0.03311296, 1.853637, 2.8555303, 3.0717654, 1.8421334, -2.4861426, -3.0646257, 0.13043316, 3.1082144, 2.9958882, 2.8039706, 0.4572394, -0.84866387, -0.48304313, 0.8722771, 1.2170224, 1.9840318, 0.5788269, -1.0321865, -0.2932306, 0.34814534, -0.4885283, 0.31853253, 0.6904098, -0.62128925, -0.7686727, 0.0065887356, -0.4212387, -1.1418841, -1.1756318, -1.1261846, -1.2373055, -1.261629, -1.3985535, -0.47053328, -0.18462233, -1.0265127, -1.0567417, -0.48680073, -0.97000486, -0.9848631, -0.22827332, 0.058063578, -0.9156995, -0.6846455, -0.3593437, -0.5627676]"
89033,130604201944317972.WAV,-216,1,435024,"[-500.07486, -10.028369, -25.864231, -2.6928344, 11.01261, 0.861759, 12.324652, 12.340625, 2.0302627, -2.0950096, -0.7524653, 1.1541116, 6.553542, 3.8296359, 1.3332546, 2.6189976, 1.8774446, 0.24756218, 0.8877188, 2.7398472, 3.0144887, 1.7982774, -2.847413, -2.3246822, 1.0210283, 2.8161032, 2.3299165, 2.3104022, -0.29697183, -1.0804862, 0.7341358, 0.9289099, 0.5724575, 2.4327252, 0.54262173, -0.9837837, -0.56353164, -0.071427606, -0.11601699, 0.1300469, 0.18670654, -0.9706428, -0.28680205, 0.5858642, -1.0015621, -1.1863008, -0.6721065, -1.2374957, -1.0858521, -0.9522051, -1.3323853, -0.9418457, -0.18850751, -0.47410423, -1.1977067, -0.81114763, -0.6233683, -0.5796287, -0.22524954, -0.16972652, -0.595862, -0.42762855, -0.49098146, -0.54795843]"
89034,130604201947441973.WAV,-216,1,508752,"[-491.29794, -13.970364, -30.96107, 1.7479904, 12.9012375, 2.200238, 11.970537, 11.061691, 0.35066238, -1.5396034, -0.9848701, 1.7113374, 7.348112, 5.0429826, 2.2643092, 0.6434752, 0.6458952, -0.021050498, 1.4647957, 3.0578377, 3.05497, 2.321087, -2.5216439, -2.1367762, 0.35779172, 2.2765381, 2.3390663, 2.8733313, 0.029787727, -0.65024686, 0.5011992, 0.5530134, 0.6372559, 2.5096838, 0.7094466, -0.811773, -0.6242305, -0.16111721, -0.021559225, 0.42213523, 0.3511627, -1.0684903, -0.31443372, 0.6975555, -0.8349661, -1.6534365, -0.7619879, -1.0543262, -1.269488, -1.2400836, -1.1382047, -1.009244, -0.51430374, -0.45451364, -1.3307528, -0.74100447, -0.9307198, -0.72488374, -0.16331172, -0.27975702, -0.74373376, -0.45547143, -0.45922804, -0.66792274]"
89035,130604202012701974.WAV,-216,1,87890,"[-502.92532, -11.726658, -25.395216, 0.9534625, 14.629555, 0.59855634, 12.894999, 11.468207, -0.700955, -2.7978356, -0.24499266, 3.6049855, 7.095879, 4.4361463, 2.3282943, 4.5147095, 2.879862, -0.94201785, 1.6460495, 3.7809455, 3.66652, 1.8781614, -2.2718394, -3.2257736, -0.063328564, 3.1214602, 1.6205368, 2.4427876, 0.9831247, -0.49045336, 0.056159846, 1.131324, 1.3124533, 2.1244771, -0.12907289, -1.4224657, -0.31375697, 0.21839534, -0.20389694, 0.1638467, 0.08488762, -1.0553765, -0.8467594, 0.12629348, -0.5175587, -1.3976616, -1.1944499, -1.2702866, -1.5015568, -1.0763375, -1.3246299, -0.959695, 0.11457845, -0.46028754, -1.3487579, -0.45578757, -0.4883434, -0.79525846, -0.39352214, -0.20379207, -0.81937623, -0.6643668, -0.5769496, -0.75313246]"
89036,130604202012701974.WAV,-216,87891,615248,"[-494.61374, -15.25354, -30.329124, 3.0458539, 13.468717, 1.1505605, 11.185298, 10.2805395, 0.11155028, -2.0530567, -0.8710288, 1.7546736, 6.5158753, 4.5689454, 1.3700354, 2.7572832, 2.2393103, -0.75559086, 0.78177756, 2.679675, 3.6155963, 1.9324454, -2.346856, -3.1839468, 0.49488595, 3.4506543, 2.1190019, 2.3562918, 0.0407126, -0.92739385, 0.03128671, 0.93812054, 0.85062873, 2.0914645, 0.2605168, -1.0650198, -0.3438651, 0.24865387, -0.05953147, 0.29883897, 0.38359347, -0.9223221, -0.41816208, 0.24205135, -0.77125645, -1.1616561, -0.80141634, -1.1702604, -1.2146769, -1.0887043, -1.1478039, -0.8963406, -0.15401259, -0.49538353, -1.4533876, -0.41873243, -0.5927923, -0.82375175, -0.39656648, -0.09496305, -0.60801315, -0.38879123, -0.39250323, -0.5064622]"
89037,130604202015034975.WAV,-216,1,910160,"[-507.6512, -12.420277, -18.381882, -0.4004671, 11.2931, 3.1088798, 13.1771965, 10.299643, -0.45289016, -2.856403, -1.1137362, 3.4074996, 7.8187985, 4.33779, 1.1719174, 2.543533, 1.2864956, -1.2586806, 1.429498, 3.4576356, 3.3648798, 2.1970642, -2.4783235, -3.4847386, 0.36169678, 3.63588, 2.7069907, 2.5867136, 0.2767358, -1.0080385, -0.30892152, 1.1096203, 1.2650113, 2.0653768, 0.087800875, -1.1987898, -0.14722994, 0.34079573, -0.57755613, 0.14485353, 0.46271896, -0.88525045, -0.4682801, 0.43810794, -0.57092166, -1.3190852, -1.0409606, -1.0904995, -1.2579839, -1.1700122, -1.2850028, -0.79108936, -0.13135651, -0.6572376, -1.3167225, -0.48148987, -0.714423, -0.9384713, -0.28514764, -0.047498878, -0.8069806, -0.56130725, -0.43134946, -0.57205874]"
89038,130604202551271980.WAV,-230,1,320336,"[-511.4558, -9.466692, -19.603882, -3.8168619, 12.730354, 1.272771, 13.134511, 11.135106, -0.37620375, -3.1539392, -0.9807566, 2.489818, 6.675326, 4.350879, 1.7893974, 2.4884648, 1.0347189, -1.3914477, 0.79488, 3.1321259, 3.1903136, 2.090469, -2.3278198, -3.2654307, 0.18519042, 3.2893083, 2.916799, 2.0841959, -0.21509208, -0.46604398, 0.22007687, 0.69601613, 1.4855171, 2.3951313, -0.30403766, -1.1372823, 0.08877314, 0.4046118, -0.66581625, 0.2880451, 0.5452387, -0.93635654, -0.4952922, 0.56288904, -0.59112674, -1.2770692, -0.9022057, -1.253748, -1.1796314, -0.8492824, -1.3082901, -1.0097896, -0.24268612, -0.50734866, -1.1792461, -0.72661865, -0.7777883, -0.84415805, -0.30613634, 0.06085524, -0.6298565, -0.6099159, -0.3656978, -0.4887144]"
